Kecamatan,year,CH_DJF,R10_DJF,R20_DJF,SPI3_DJF,CH_JJA,R10_JJA,R20_JJA,SPI3_JJA
Cidadap,2001.0,907.03,40.21,12.63,-0.07,345.26,15.05,5.48,0.28
Cidadap,2002.0,783.77,32.83,13.14,-0.1,299.01,7.91,5.61,-0.63
Cidadap,2003.0,859.08,40.41,12.23,-1.02,176.99,5.12,2.82,-1.66
Cidadap,2004.0,910.12,40.41,9.65,-0.25,305.26,10.77,5.59,-0.36
Cidadap,2005.0,1142.71,46.24,19.86,0.02,580.71,18.39,10.99,0.3
Cidadap,2006.0,1028.14,51.03,13.96,-0.24,175.0,4.62,3.6,-0.7
Cidadap,2007.0,976.68,48.6,15.4,-1.11,278.26,10.69,4.58,-0.05
Cidadap,2008.0,1586.15,58.32,28.8,1.76,176.17,4.97,3.5,-1.37
Cidadap,2009.0,1031.89,48.72,18.24,0.34,299.19,8.27,5.65,0.24
Cidadap,2010.0,980.37,44.5,14.08,-0.16,948.94,29.72,20.15,1.56
Cidadap,2011.0,816.33,36.77,8.15,-0.51,212.14,6.37,4.66,-0.5
Cidadap,2012.0,899.07,35.17,7.88,-0.06,213.25,8.67,3.44,-0.36
Cidadap,2013.0,1149.02,50.29,19.23,0.82,801.29,28.97,15.68,1.54
Cidadap,2014.0,1445.21,47.18,29.0,1.02,775.5,19.05,11.74,0.84
Cidadap,2015.0,1127.95,50.77,23.38,0.5,170.1,5.98,2.25,-1.17
Cidadap,2016.0,989.15,43.46,13.25,-0.71,1195.04,38.38,24.11,2.1
Cidadap,2017.0,733.72,29.57,4.66,0.53,532.87,17.62,9.73,0.72
Cidadap,2018.0,830.98,38.98,8.86,0.28,186.68,7.18,3.04,-0.73
Cidadap,2019.0,775.17,29.76,5.94,-0.83,117.3,3.87,1.59,-1.5
Cidadap,2020.0,1134.84,50.1,20.08,-0.41,457.46,13.41,6.02,0.81
Cidadap,2021.0,1091.75,44.21,17.88,0.55,553.76,19.17,10.6,0.52
Cidadap,2022.0,806.0,34.87,6.09,0.49,760.63,31.47,14.46,0.98
Cidadap,2023.0,937.69,34.57,10.49,0.26,292.6,7.95,4.45,-0.37
Cidadap,2024.0,760.66,36.08,3.7,-1.12,471.73,13.02,8.41,0.14
Cidadap,2025.0,1048.58,42.2,15.14,1.01,776.28,29.85,15.86,0.94
Cidadap,2026.0,437.24,18.4,10.75,0.62,,,,
Cidahu,1996.0,662.07,33.26,7.6,,417.37,15.72,9.5,-0.62
Cidahu,1997.0,1259.92,41.86,24.7,0.18,152.23,4.89,2.82,-1.21
Cidahu,1998.0,800.14,29.54,9.41,-1.05,647.38,25.73,10.72,1.13
Cidahu,1999.0,990.41,40.56,14.2,-0.18,180.79,5.21,4.08,-1.36
Cidahu,2000.0,1112.07,43.89,18.25,-0.19,363.83,12.52,7.15,0.32
Cidahu,2001.0,1109.72,47.05,20.41,0.61,381.23,15.03,6.7,0.3
Cidahu,2002.0,865.1,38.41,12.82,-0.02,346.85,15.42,6.95,-0.31
Cidahu,2003.0,822.15,36.72,8.94,-1.77,174.7,6.15,4.08,-2.02
Cidahu,2004.0,955.32,38.43,11.04,-0.29,306.92,13.79,4.17,-0.17
Cidahu,2005.0,1212.4,54.35,21.47,-0.02,625.76,21.43,11.61,0.47
Cidahu,2006.0,1118.44,52.87,12.34,-0.33,194.53,9.05,1.63,-0.88
Cidahu,2007.0,1027.66,43.09,17.51,-0.87,346.83,10.75,3.55,0.07
Cidahu,2008.0,1708.25,57.9,33.28,2.36,247.31,9.69,6.62,-0.71
Cidahu,2009.0,1137.84,50.03,18.14,0.37,292.04,9.81,5.42,0.12
Cidahu,2010.0,1124.9,49.6,13.32,0.1,918.46,32.82,16.25,1.3
Cidahu,2011.0,806.15,36.75,7.03,-0.98,260.19,10.81,5.12,-0.26
Cidahu,2012.0,930.2,39.78,7.67,-0.2,215.59,7.91,1.86,-0.29
Cidahu,2013.0,1221.92,51.22,23.37,0.96,712.25,25.1,11.97,1.24
Cidahu,2014.0,1630.89,61.6,36.25,1.6,631.49,21.81,13.5,0.78
Cidahu,2015.0,1233.96,50.76,26.6,0.16,176.0,5.17,3.05,-1.43
Cidahu,2016.0,1019.89,44.62,15.15,-0.9,938.87,32.35,17.83,1.78
Cidahu,2017.0,824.91,36.42,9.31,0.72,500.84,20.82,10.48,0.84
Cidahu,2018.0,913.49,39.69,11.41,0.12,175.61,6.61,2.94,-0.82
Cidahu,2019.0,901.35,41.53,7.06,-0.36,106.62,4.31,0.9,-1.41
Cidahu,2020.0,1199.96,49.06,18.12,-0.32,407.07,13.79,7.11,0.25
Cidahu,2021.0,1057.16,43.51,17.01,-0.21,559.6,19.41,10.04,0.53
Cidahu,2022.0,825.79,34.79,5.98,0.1,740.75,29.64,11.93,0.96
Cidahu,2023.0,950.68,38.01,12.2,0.22,368.98,14.61,5.15,-0.09
Cidahu,2024.0,862.15,39.4,7.73,-0.73,430.67,16.01,7.14,0.06
Cidahu,2025.0,1022.52,41.81,15.07,0.72,939.57,37.18,18.67,1.4
Cidahu,2026.0,465.14,20.59,11.07,0.57,,,,
Cidolog,1996.0,568.94,27.85,4.87,,331.8,11.09,6.82,-0.49
Cidolog,1997.0,1129.21,47.48,22.32,0.13,141.44,5.43,2.07,-1.16
Cidolog,1998.0,678.74,25.43,2.71,-2.18,732.79,26.04,15.93,0.98
Cidolog,1999.0,1084.29,50.2,15.93,0.54,211.25,5.52,5.31,-0.84
Cidolog,2000.0,1073.72,47.76,17.98,0.14,253.99,10.99,3.57,-0.16
Cidolog,2001.0,900.11,39.27,11.46,-0.06,354.28,16.73,6.58,0.31
Cidolog,2002.0,764.37,31.15,12.87,-0.09,301.19,7.96,6.5,-0.56
Cidolog,2003.0,839.11,39.46,11.86,-0.99,170.62,5.03,2.87,-1.66
Cidolog,2004.0,912.92,41.01,10.72,-0.22,304.71,11.95,4.56,-0.38
Cidolog,2005.0,1167.55,49.5,19.78,0.21,593.37,19.95,12.51,0.4
Cidolog,2006.0,1003.33,45.18,11.81,-0.31,180.54,6.39,3.56,-0.62
Cidolog,2007.0,978.77,45.38,15.78,-1.14,276.22,10.78,5.01,-0.02
Cidolog,2008.0,1585.01,56.57,26.1,1.78,166.44,3.29,3.0,-1.37
Cidolog,2009.0,1025.72,46.74,21.05,0.4,289.39,9.15,6.05,0.25
Cidolog,2010.0,941.15,44.76,12.42,-0.17,914.03,32.74,18.64,1.57
Cidolog,2011.0,823.97,36.98,7.8,-0.46,193.85,5.77,3.91,-0.59
Cidolog,2012.0,885.89,29.33,6.73,-0.07,195.62,8.43,3.64,-0.43
Cidolog,2013.0,1146.86,47.83,19.11,0.79,746.16,28.34,14.25,1.43
Cidolog,2014.0,1444.33,47.16,28.64,1.08,732.37,20.07,11.16,0.77
Cidolog,2015.0,1096.07,47.63,20.84,0.46,162.91,7.15,0.88,-1.17
Cidolog,2016.0,976.98,46.11,11.21,-0.76,1179.43,39.37,22.92,2.19
Cidolog,2017.0,728.42,32.8,5.23,0.61,520.7,16.75,9.8,0.8
Cidolog,2018.0,815.87,38.57,10.26,0.26,176.56,7.47,2.6,-0.73
Cidolog,2019.0,760.64,30.17,7.68,-0.8,106.12,3.0,1.82,-1.57
Cidolog,2020.0,1122.55,46.75,17.19,-0.49,463.39,13.69,5.92,0.85
Cidolog,2021.0,1091.31,45.14,19.95,0.64,526.95,20.17,9.51,0.52
Cidolog,2022.0,805.58,35.41,6.45,0.48,723.75,28.19,13.58,0.92
Cidolog,2023.0,933.46,36.94,8.86,0.22,276.87,8.45,4.82,-0.44
Cidolog,2024.0,742.27,33.74,3.71,-1.22,467.63,13.59,7.6,0.21
Cidolog,2025.0,1044.2,41.46,16.47,1.04,737.72,30.25,14.54,0.92
Cidolog,2026.0,431.9,18.22,9.39,0.52,,,,
Ciemas,1996.0,568.31,28.32,6.08,,346.07,11.05,3.89,-0.46
Ciemas,1997.0,1262.37,42.62,25.61,0.31,128.66,4.81,2.99,-1.31
Ciemas,1998.0,699.23,27.98,6.34,-2.29,673.01,28.5,14.11,0.89
Ciemas,1999.0,1102.26,45.56,16.83,0.5,194.93,5.39,3.88,-0.77
Ciemas,2000.0,1078.37,45.42,17.11,0.02,241.79,11.93,3.45,-0.09
Ciemas,2001.0,959.79,39.03,14.62,0.04,324.02,12.88,7.04,0.2
Ciemas,2002.0,739.66,29.06,13.36,-0.27,304.53,9.36,4.96,-0.42
Ciemas,2003.0,834.05,36.36,13.09,-1.0,147.17,5.71,2.24,-1.73
Ciemas,2004.0,892.6,40.62,10.46,-0.52,296.96,12.78,4.72,-0.47
Ciemas,2005.0,1168.97,47.94,23.01,0.39,609.85,22.9,10.59,0.63
Ciemas,2006.0,998.95,45.35,12.91,-0.26,175.17,8.07,2.66,-0.8
Ciemas,2007.0,984.82,47.65,15.42,-0.97,269.9,11.34,4.69,-0.06
Ciemas,2008.0,1634.95,55.02,32.26,1.87,167.56,6.76,3.1,-1.24
Ciemas,2009.0,1042.83,42.78,22.49,0.32,246.19,9.35,6.3,-0.02
Ciemas,2010.0,912.99,41.22,11.21,-0.22,909.1,36.29,19.33,1.59
Ciemas,2011.0,830.83,33.4,7.43,-0.37,204.25,8.27,3.15,-0.5
Ciemas,2012.0,950.52,40.54,9.18,-0.02,169.54,5.79,2.33,-0.49
Ciemas,2013.0,1174.94,45.27,20.43,1.0,698.88,24.39,12.87,1.24
Ciemas,2014.0,1363.93,47.52,28.18,1.02,643.19,19.09,12.65,0.64
Ciemas,2015.0,990.65,44.74,19.41,0.07,150.04,4.52,0.96,-1.17
Ciemas,2016.0,984.43,43.43,13.33,-0.71,1134.84,37.38,22.82,2.31
Ciemas,2017.0,785.71,33.72,6.75,0.86,476.44,15.97,8.86,0.89
Ciemas,2018.0,822.63,35.5,9.01,0.08,178.14,6.65,3.39,-0.65
Ciemas,2019.0,768.04,38.16,7.44,-0.82,93.94,2.25,0.96,-1.52
Ciemas,2020.0,1066.26,42.9,21.34,-0.55,427.45,15.44,9.78,0.7
Ciemas,2021.0,1080.48,40.73,17.33,0.69,504.41,21.91,7.68,0.48
Ciemas,2022.0,788.2,34.64,6.5,0.16,690.96,27.58,14.45,0.96
Ciemas,2023.0,935.88,36.2,12.09,0.21,288.58,9.95,3.83,-0.38
Ciemas,2024.0,749.73,34.39,6.08,-1.11,499.04,18.66,7.54,0.54
Ciemas,2025.0,1109.75,39.57,17.49,1.39,733.15,29.05,15.89,0.94
Ciemas,2026.0,484.5,18.97,8.02,0.61,,,,
Cikakak,1996.0,643.23,31.98,8.06,,409.44,17.25,8.11,-0.56
Cikakak,1997.0,1314.78,43.97,26.12,0.21,133.2,4.88,1.59,-1.44
Cikakak,1998.0,777.02,31.1,9.98,-1.88,723.74,31.68,14.46,0.96
Cikakak,1999.0,1163.69,46.76,18.82,0.08,210.59,6.79,4.84,-1.1
Cikakak,2000.0,1218.16,50.31,19.62,-0.04,348.98,14.01,4.51,0.13
Cikakak,2001.0,1109.82,44.95,20.4,0.34,380.81,14.32,7.06,0.3
Cikakak,2002.0,821.74,33.69,14.88,-0.32,379.13,14.32,4.92,-0.24
Cikakak,2003.0,861.16,43.28,9.95,-1.39,189.43,7.06,3.43,-1.85
Cikakak,2004.0,953.28,44.68,13.48,-0.54,326.47,12.16,4.66,-0.3
Cikakak,2005.0,1300.88,53.76,25.13,0.21,673.64,23.57,11.45,0.61
Cikakak,2006.0,1123.57,55.16,14.97,-0.38,203.3,11.3,2.99,-0.9
Cikakak,2007.0,1065.13,42.52,21.74,-0.84,316.6,13.19,4.59,-0.08
Cikakak,2008.0,1739.0,55.38,35.22,1.98,197.85,7.03,3.0,-1.17
Cikakak,2009.0,1168.83,49.9,23.02,0.38,289.16,11.21,5.29,-0.01
Cikakak,2010.0,1113.73,53.16,15.58,-0.1,933.66,38.62,17.57,1.42
Cikakak,2011.0,839.14,41.34,6.01,-0.96,246.89,10.01,5.29,-0.42
Cikakak,2012.0,967.75,43.07,8.99,-0.18,202.98,7.95,2.2,-0.35
Cikakak,2013.0,1309.23,51.04,23.9,1.09,767.03,24.88,16.98,1.22
Cikakak,2014.0,1645.33,58.64,36.91,1.46,670.67,19.39,13.32,0.7
Cikakak,2015.0,1141.82,50.71,21.75,0.12,170.73,6.48,2.15,-1.37
Cikakak,2016.0,1039.67,47.01,14.87,-0.84,1035.32,37.85,21.38,1.95
Cikakak,2017.0,841.71,34.6,10.37,0.76,564.69,19.54,11.58,1.01
Cikakak,2018.0,902.21,40.74,10.04,0.01,196.52,7.03,2.92,-0.67
Cikakak,2019.0,932.53,37.84,9.24,-0.33,114.56,5.24,1.74,-1.39
Cikakak,2020.0,1145.99,46.87,25.84,-0.61,460.4,18.43,8.78,0.55
Cikakak,2021.0,1154.07,47.05,21.4,0.34,587.79,21.55,9.11,0.6
Cikakak,2022.0,857.82,31.98,8.98,0.24,753.83,29.41,12.3,0.92
Cikakak,2023.0,979.02,43.02,11.05,0.17,393.69,13.8,5.44,-0.1
Cikakak,2024.0,857.63,40.0,8.13,-0.57,465.48,17.48,8.33,0.26
Cikakak,2025.0,1209.11,44.64,19.48,1.39,946.78,36.06,20.98,1.3
Cikakak,2026.0,581.62,19.95,11.93,0.7,,,,
Cikembar,1996.0,585.78,26.89,4.37,,294.05,12.01,4.83,-0.62
Cikembar,1997.0,1091.23,40.88,24.66,0.17,127.68,3.68,3.0,-1.02
Cikembar,1998.0,728.42,29.42,9.24,-1.41,589.04,22.43,10.31,1.1
Cikembar,1999.0,899.6,42.14,7.15,-0.13,134.41,3.78,3.11,-1.2
Cikembar,2000.0,1031.72,43.16,15.33,0.15,255.58,11.02,3.61,0.11
Cikembar,2001.0,971.29,43.74,12.88,0.5,309.12,11.89,5.07,0.29
Cikembar,2002.0,747.43,28.5,12.21,-0.07,264.64,8.35,4.76,-0.36
Cikembar,2003.0,752.82,34.85,6.29,-1.57,141.46,5.23,2.24,-1.85
Cikembar,2004.0,807.25,37.08,6.54,-0.51,246.0,10.39,4.01,-0.31
Cikembar,2005.0,1096.6,46.26,17.47,0.06,482.5,18.85,9.2,0.35
Cikembar,2006.0,1008.88,52.47,9.13,-0.21,152.45,4.67,1.23,-0.77
Cikembar,2007.0,875.6,39.17,11.03,-1.14,252.69,10.05,3.87,0.04
Cikembar,2008.0,1460.88,53.07,27.84,2.01,160.69,7.61,2.65,-1.05
Cikembar,2009.0,963.37,40.22,12.82,0.25,231.32,9.23,3.24,0.04
Cikembar,2010.0,945.51,42.84,9.4,-0.13,740.64,30.9,13.47,1.3
Cikembar,2011.0,700.16,31.03,3.43,-1.05,183.27,6.39,3.48,-0.44
Cikembar,2012.0,803.6,30.4,6.19,-0.33,165.22,4.31,1.41,-0.32
Cikembar,2013.0,1116.24,49.51,19.05,1.1,608.24,22.11,10.89,1.4
Cikembar,2014.0,1406.48,52.52,29.64,1.48,546.07,20.14,11.36,0.8
Cikembar,2015.0,1085.07,48.78,20.9,0.34,134.3,3.38,2.0,-1.38
Cikembar,2016.0,916.77,42.34,11.95,-0.81,860.17,30.38,16.42,2.07
Cikembar,2017.0,712.54,27.52,6.32,0.62,395.7,17.27,9.08,0.82
Cikembar,2018.0,768.62,34.88,6.82,0.19,135.1,5.44,2.72,-0.84
Cikembar,2019.0,797.0,35.56,4.25,-0.32,86.86,4.02,0.99,-1.46
Cikembar,2020.0,1055.14,43.23,20.29,-0.31,343.72,11.58,4.78,0.56
Cikembar,2021.0,941.7,38.13,12.85,-0.0,454.17,19.49,6.7,0.51
Cikembar,2022.0,728.72,28.17,6.07,0.31,605.58,26.05,10.13,0.92
Cikembar,2023.0,833.33,32.28,6.39,0.23,253.77,9.18,4.11,-0.25
Cikembar,2024.0,751.26,34.15,4.63,-0.64,393.91,13.77,5.5,0.27
Cikembar,2025.0,962.41,37.26,12.18,0.98,709.76,29.38,16.25,1.26
Cikembar,2026.0,435.57,19.04,7.59,0.76,,,,
Cikidang,1996.0,667.99,33.17,7.93,,397.25,15.74,7.59,-0.66
Cikidang,1997.0,1327.79,43.84,26.78,0.28,146.4,4.91,2.38,-1.25
Cikidang,1998.0,784.49,32.31,9.63,-1.89,678.61,29.43,11.61,0.97
Cikidang,1999.0,1116.76,43.73,18.81,0.07,174.85,3.53,3.18,-1.15
Cikidang,2000.0,1212.17,50.36,19.4,-0.13,353.01,15.35,5.44,0.15
Cikidang,2001.0,1112.23,46.4,19.34,0.33,383.3,13.32,7.51,0.25
Cikidang,2002.0,828.81,33.39,14.71,-0.34,382.84,13.89,6.61,-0.18
Cikidang,2003.0,860.51,40.76,10.03,-1.47,196.97,7.24,4.55,-1.87
Cikidang,2004.0,942.46,43.56,11.04,-0.57,318.02,12.01,4.52,-0.3
Cikidang,2005.0,1302.72,55.4,26.15,0.14,658.59,22.04,13.38,0.55
Cikidang,2006.0,1153.09,56.72,15.87,-0.35,202.58,8.86,3.56,-0.87
Cikidang,2007.0,1076.82,44.48,18.28,-0.88,329.13,14.17,3.79,-0.02
Cikidang,2008.0,1740.8,56.53,33.97,1.95,204.23,7.26,4.35,-1.11
Cikidang,2009.0,1158.54,47.08,22.41,0.31,281.75,11.61,5.73,0.01
Cikidang,2010.0,1125.02,56.23,13.35,-0.09,932.22,36.92,18.41,1.42
Cikidang,2011.0,842.23,38.18,6.78,-1.01,236.83,9.01,6.24,-0.43
Cikidang,2012.0,968.91,40.95,8.46,-0.24,207.58,8.94,1.87,-0.35
Cikidang,2013.0,1335.98,53.54,22.17,1.08,767.23,25.29,16.11,1.26
Cikidang,2014.0,1714.18,57.56,36.34,1.54,665.94,21.7,13.39,0.73
Cikidang,2015.0,1209.1,52.3,24.61,0.22,170.68,5.81,3.0,-1.39
Cikidang,2016.0,1064.32,47.57,15.31,-0.83,1027.07,36.43,23.21,1.95
Cikidang,2017.0,848.96,37.54,7.62,0.74,546.39,20.09,10.71,0.96
Cikidang,2018.0,930.57,42.37,13.5,0.18,181.05,6.65,2.27,-0.78
Cikidang,2019.0,953.0,38.73,11.06,-0.24,112.91,5.84,1.59,-1.42
Cikidang,2020.0,1211.65,48.21,25.9,-0.37,450.98,17.8,7.28,0.52
Cikidang,2021.0,1147.27,46.34,19.34,0.21,571.27,21.03,9.63,0.56
Cikidang,2022.0,882.34,35.07,9.43,0.31,755.39,31.05,13.54,0.94
Cikidang,2023.0,994.78,43.21,12.38,0.19,373.9,14.83,5.43,-0.11
Cikidang,2024.0,868.41,40.29,9.65,-0.59,468.1,19.28,7.55,0.27
Cikidang,2025.0,1180.92,44.98,17.77,1.19,960.05,34.99,23.5,1.33
Cikidang,2026.0,581.86,19.87,12.79,0.75,,,,
Cikole,1996.0,686.56,32.73,9.53,,350.08,14.1,6.65,-0.69
Cikole,1997.0,1281.09,41.86,27.07,0.08,129.81,5.78,1.39,-1.11
Cikole,1998.0,882.62,36.35,12.92,-0.96,678.45,26.65,12.63,1.21
Cikole,1999.0,1053.87,46.25,16.31,0.02,160.11,5.65,2.65,-1.24
Cikole,2000.0,1124.52,47.43,20.16,-0.0,333.48,10.64,7.25,0.25
Cikole,2001.0,1173.31,52.51,23.8,0.82,362.3,12.9,7.18,0.27
Cikole,2002.0,925.13,37.14,15.13,0.21,310.13,11.03,5.91,-0.37
Cikole,2003.0,880.52,37.04,9.04,-1.61,183.82,5.78,2.47,-1.85
Cikole,2004.0,945.28,42.01,12.03,-0.48,289.21,11.44,4.9,-0.15
Cikole,2005.0,1227.69,54.01,22.98,-0.04,571.81,17.17,10.21,0.3
Cikole,2006.0,1210.95,56.48,12.4,0.04,179.45,6.98,3.24,-0.76
Cikole,2007.0,997.13,42.05,17.54,-1.23,310.36,10.88,5.11,0.07
Cikole,2008.0,1614.59,58.97,30.27,1.92,209.95,6.72,3.78,-0.93
Cikole,2009.0,1143.09,49.18,20.62,0.35,266.98,9.96,5.2,0.07
Cikole,2010.0,1113.22,51.04,13.07,-0.11,886.8,27.47,18.9,1.23
Cikole,2011.0,819.59,35.37,5.95,-0.99,231.21,8.85,4.08,-0.31
Cikole,2012.0,925.89,38.3,7.54,-0.25,221.0,7.47,2.6,-0.21
Cikole,2013.0,1242.7,54.6,23.31,0.95,697.74,23.74,13.65,1.46
Cikole,2014.0,1602.61,59.85,35.6,1.37,624.35,19.76,12.14,0.88
Cikole,2015.0,1234.48,49.1,20.85,0.16,152.04,5.85,2.28,-1.43
Cikole,2016.0,1018.7,46.05,14.24,-1.03,959.61,34.29,20.24,1.98
Cikole,2017.0,830.0,33.64,9.54,0.48,391.75,14.47,7.06,0.54
Cikole,2018.0,912.8,40.65,10.51,0.25,158.61,5.9,2.04,-0.81
Cikole,2019.0,915.26,41.62,7.39,-0.4,98.66,2.94,0.44,-1.42
Cikole,2020.0,1187.69,46.64,21.9,-0.56,374.73,10.35,6.21,0.48
Cikole,2021.0,1069.29,41.32,17.02,-0.12,539.26,18.41,11.62,0.49
Cikole,2022.0,837.69,39.47,6.46,0.38,685.19,25.07,11.85,0.95
Cikole,2023.0,988.8,38.69,9.93,0.52,273.22,10.04,4.11,-0.35
Cikole,2024.0,864.64,41.51,6.45,-0.82,428.87,15.68,9.12,0.06
Cikole,2025.0,1082.77,43.8,14.2,0.81,856.52,32.28,20.36,1.34
Cikole,2026.0,423.93,18.63,8.09,0.71,,,,
Cimanggu,1996.0,567.89,28.34,5.37,,347.01,11.85,5.55,-0.43
Cimanggu,1997.0,1197.96,44.45,22.64,0.17,160.47,6.29,3.2,-1.08
Cimanggu,1998.0,700.97,30.11,6.49,-2.2,668.24,24.94,11.94,0.9
Cimanggu,1999.0,1070.92,48.74,15.11,0.44,185.1,5.53,4.02,-0.96
Cimanggu,2000.0,1050.37,44.46,15.54,-0.1,240.56,8.08,3.3,-0.17
Cimanggu,2001.0,957.09,42.1,13.74,0.01,361.45,14.43,8.71,0.24
Cimanggu,2002.0,743.3,28.44,13.1,-0.18,300.43,7.54,4.74,-0.5
Cimanggu,2003.0,839.81,37.85,12.04,-0.97,145.4,5.09,1.82,-1.75
Cimanggu,2004.0,921.15,38.45,11.17,-0.31,319.95,13.32,4.17,-0.44
Cimanggu,2005.0,1203.01,50.49,24.37,0.32,629.56,21.14,12.47,0.5
Cimanggu,2006.0,1012.39,47.92,11.95,-0.32,178.65,6.41,3.35,-0.72
Cimanggu,2007.0,1002.86,45.61,13.39,-1.05,305.89,10.72,7.14,0.04
Cimanggu,2008.0,1638.38,56.51,34.51,1.79,165.44,6.79,3.94,-1.29
Cimanggu,2009.0,1051.12,43.94,22.06,0.36,268.48,9.47,5.78,0.07
Cimanggu,2010.0,963.28,47.02,11.41,-0.14,937.63,38.1,21.49,1.57
Cimanggu,2011.0,834.43,36.86,6.92,-0.42,207.86,7.0,3.51,-0.49
Cimanggu,2012.0,926.51,36.18,8.69,-0.03,192.27,6.65,2.39,-0.45
Cimanggu,2013.0,1199.82,47.67,20.94,0.96,724.84,25.81,13.7,1.37
Cimanggu,2014.0,1473.43,50.2,29.19,1.19,715.44,17.48,12.2,0.71
Cimanggu,2015.0,1124.24,47.86,21.74,0.48,161.65,5.75,1.3,-1.16
Cimanggu,2016.0,984.78,43.87,9.86,-0.78,1193.06,38.02,25.18,2.28
Cimanggu,2017.0,739.07,31.78,4.97,0.71,492.14,14.17,9.98,0.85
Cimanggu,2018.0,799.64,35.27,8.2,0.11,181.51,6.28,3.0,-0.67
Cimanggu,2019.0,769.49,34.61,7.71,-0.79,101.0,2.73,1.1,-1.58
Cimanggu,2020.0,1134.11,45.91,24.49,-0.41,465.37,15.93,9.03,0.8
Cimanggu,2021.0,1084.95,41.68,18.16,0.6,514.31,20.02,10.14,0.42
Cimanggu,2022.0,809.52,32.79,6.6,0.31,703.34,28.11,14.12,0.85
Cimanggu,2023.0,925.96,36.26,12.67,0.18,294.01,9.61,5.6,-0.4
Cimanggu,2024.0,739.54,36.05,4.26,-1.22,503.52,19.55,10.03,0.4
Cimanggu,2025.0,1067.72,39.18,15.97,1.16,780.52,29.32,16.79,1.03
Cimanggu,2026.0,446.26,17.1,9.28,0.39,,,,
Ciracap,1996.0,527.15,22.92,5.72,,304.81,9.89,4.25,-0.46
Ciracap,1997.0,1182.03,44.02,21.56,0.3,147.45,5.85,3.42,-1.15
Ciracap,1998.0,643.35,23.49,7.06,-2.4,694.9,29.02,13.08,0.97
Ciracap,1999.0,1118.52,47.4,19.58,0.75,206.11,5.56,3.37,-0.74
Ciracap,2000.0,1048.47,44.95,16.09,0.15,221.44,9.07,4.79,-0.29
Ciracap,2001.0,898.23,38.12,12.28,-0.01,342.17,13.93,6.84,0.18
Ciracap,2002.0,710.64,28.23,13.45,-0.2,283.07,7.29,4.2,-0.47
Ciracap,2003.0,798.06,35.31,11.38,-0.96,135.56,5.77,1.73,-1.74
Ciracap,2004.0,864.0,37.85,11.98,-0.48,307.45,13.89,3.72,-0.45
Ciracap,2005.0,1076.48,41.71,20.77,0.41,623.57,24.73,9.96,0.72
Ciracap,2006.0,923.44,42.44,10.57,-0.27,177.21,8.28,1.94,-0.76
Ciracap,2007.0,944.0,46.66,13.44,-1.0,273.93,11.99,5.61,-0.09
Ciracap,2008.0,1571.25,50.83,31.13,1.74,155.19,6.68,2.23,-1.35
Ciracap,2009.0,1014.99,42.0,21.4,0.47,264.71,8.42,7.08,0.12
Ciracap,2010.0,794.54,35.64,9.4,-0.43,902.9,34.97,18.78,1.61
Ciracap,2011.0,813.32,37.2,8.66,-0.18,210.74,8.71,2.58,-0.5
Ciracap,2012.0,907.03,34.28,9.01,-0.0,171.01,6.07,1.01,-0.5
Ciracap,2013.0,1109.08,42.81,19.88,0.91,696.19,26.21,13.41,1.33
Ciracap,2014.0,1294.98,44.31,25.67,0.92,658.13,20.84,11.35,0.59
Ciracap,2015.0,962.7,40.26,19.61,0.14,144.07,4.48,0.03,-1.12
Ciracap,2016.0,926.35,37.43,13.26,-0.71,1205.04,38.5,22.66,2.39
